Entrez_A	Entrez_B	num_dbs	dbs
5686	5689	2	dip,wan
5686	5690	2	dip,wan
5686	5692	2	dip,wan
5686	5693	2	dip,wan
5686	5694	2	dip,wan
5686	5695	2	dip,wan
5687	5688	2	dip,wan
5687	5689	2	dip,wan
5687	5690	2	dip,wan
5687	5692	2	dip,wan
5687	5693	2	dip,wan
5687	5694	2	dip,wan
5687	5695	2	dip,wan
5687	5701	2	dip,wan
5687	5713	2	dip,wan
5688	5689	2	dip,wan
5688	5690	2	dip,wan
5688	5692	2	dip,wan
5688	5693	2	dip,wan
5688	5694	2	dip,wan
5688	5695	2	dip,wan
5689	5690	2	dip,wan
5689	5692	2	dip,wan
5689	5693	2	dip,wan
5689	5694	2	dip,wan
5689	5695	2	dip,wan
5690	5692	2	dip,wan
5690	5693	2	dip,wan
5690	5694	2	dip,wan
5690	5695	2	dip,wan
5692	5693	2	dip,wan
5692	5694	2	dip,wan
5692	5695	2	dip,wan
5693	5694	2	dip,wan
5693	5695	2	dip,wan
5694	5695	2	dip,wan
5701	5887	2	dip,wan
8766	5868	2	pid2,wan
10399	7124	2	dip,pid2
7124	55512	2	dip,pid2
7124	7133	2	dip,pid2
5884	5982	2	dip,pid2
5884	5983	2	dip,pid2
5884	5984	2	dip,pid2
5884	5985	2	dip,pid2
5982	5983	3	dip,pid2,wan
5982	5984	3	dip,pid2,wan
5982	5985	3	dip,pid2,wan
5983	5984	3	dip,pid2,wan
5983	5985	3	dip,pid2,wan
5984	5985	3	dip,pid2,wan
5885	9126	2	dip,wan
5885	10274	2	dip,wan
5885	10735	2	dip,wan
9126	10274	2	dip,wan
9126	10735	2	dip,wan
7534	7532	3	dip,pid2,wan
7534	7533	3	dip,pid2,wan
7534	10971	2	dip,pid2
7534	1975	2	pid2,wan
5903	5905	3	dip,pid2,wan
5905	7514	2	pid2,wan
5906	5868	2	pid2,wan
5906	396	2	pid2,wan
6872	83860	2	dip,wan
6872	6874	2	dip,wan
6872	6877	2	dip,wan
6872	6878	2	dip,wan
6124	6125	2	dip,wan
6124	6224	2	dip,wan
6124	6188	2	dip,wan
6124	6194	2	dip,wan
6125	6224	2	dip,wan
6125	6188	2	dip,wan
6125	6135	2	pid2,wan
6125	9349	2	pid2,wan
6224	6188	2	dip,wan
6224	6194	2	dip,wan
10325	64121	2	dip,pid2
64121	10670	2	dip,pid2
6240	6241	3	dip,pid2,wan
860	7088	2	dip,pid2
6279	6280	2	dip,pid2
10054	10055	2	dip,wan
6383	6385	2	dip,pid2
6396	22872	2	dip,wan
6403	6404	2	dip,pid2
10291	10946	2	dip,wan
23451	51639	2	dip,wan
6599	6601	3	dip,pid2,wan
6599	6602	3	dip,pid2,wan
6599	6604	2	dip,wan
6599	6605	3	dip,pid2,wan
6599	6595	2	pid2,wan
6601	6602	3	dip,pid2,wan
6601	6603	2	dip,wan
6601	6604	2	dip,wan
6601	6605	2	dip,wan
6602	6605	2	dip,wan
6604	6605	2	dip,wan
6605	6595	2	pid2,wan
10051	64151	2	pid2,wan
10051	9918	2	pid2,wan
10051	11004	2	pid2,wan
6616	6844	2	dip,pid2
6616	6812	2	pid2,wan
6625	6632	2	dip,wan
6625	6633	2	dip,wan
6625	6634	2	dip,wan
6632	6633	2	dip,wan
6632	6634	2	dip,wan
6632	6635	2	dip,wan
6632	6636	2	dip,wan
6633	6634	2	dip,wan
6633	6635	2	dip,wan
6633	6636	2	dip,wan
6633	6637	2	dip,wan
6634	6635	2	dip,wan
6634	6636	2	dip,wan
6634	6637	2	dip,wan
6635	6636	2	dip,wan
6426	6432	2	dip,wan
6434	8683	2	dip,wan
6749	11198	2	dip,wan
6881	6874	2	dip,wan
6881	6878	2	dip,wan
6874	6877	2	dip,wan
6874	6878	2	dip,wan
6874	6879	2	dip,wan
6878	83860	2	dip,wan
6878	6877	2	dip,wan
7018	7037	2	dip,pid2
7334	7335	3	dip,pid2,wan
7334	7336	2	dip,wan
27095	51399	2	dip,wan
27095	122553	2	dip,wan
7247	7257	2	dip,wan
7307	11338	2	dip,wan
26019	65109	2	dip,wan
7398	57599	2	dip,pid2
9559	51699	2	dip,wan
9559	55737	2	dip,wan
51699	55737	2	dip,wan
738	55610	2	dip,wan
738	55275	2	dip,wan
55610	55275	2	dip,wan
7532	7533	3	dip,pid2,wan
7532	10971	2	dip,pid2
7533	10971	2	dip,pid2
10971	1975	2	pid2,wan
5595	5062	2	pid2,wan
902	4331	2	pid2,wan
4801	4802	2	pid2,wan
4801	4800	2	pid2,wan
4802	4800	2	pid2,wan
6135	9349	2	pid2,wan
6135	8886	2	pid2,wan
5868	5908	2	pid2,wan
396	389	2	pid2,wan
7408	55740	2	pid2,wan
10006	26999	2	pid2,wan
11336	10640	2	pid2,wan
11336	54536	2	pid2,wan
11336	149371	2	pid2,wan
1386	466	2	pid2,wan
1778	5048	2	pid2,wan
1778	6993	2	pid2,wan
2060	6453	2	pid2,wan
3939	5315	2	pid2,wan
3939	5230	2	pid2,wan
3939	5236	2	pid2,wan
3939	226	2	pid2,wan
3939	2023	2	pid2,wan
5315	5230	2	pid2,wan
5315	5211	2	pid2,wan
5315	226	2	pid2,wan
8021	23636	2	pid2,wan
64151	9918	2	pid2,wan
10640	149371	2	pid2,wan
10640	54536	2	pid2,wan
149371	54536	2	pid2,wan
3309	3312	2	pid2,wan
2023	2597	2	pid2,wan
2023	5230	2	pid2,wan
2023	226	2	pid2,wan
2023	5236	2	pid2,wan
790	1965	2	pid2,wan
160	1173	2	pid2,wan
3911	3915	2	pid2,wan
3308	3329	2	pid2,wan
1975	2810	2	pid2,wan
5875	5876	2	pid2,wan
5230	226	2	pid2,wan
4089	6470	2	pid2,wan
4691	5757	2	pid2,wan
100	5268	2	pid2,wan
5771	5777	2	pid2,wan
