	M	N	n	x	P-value	stat	Network	direction	Name
Cells - Cultured fibroblasts	19056	413	18690	411	0.0273644765923719	4.092236993270967	string.v12	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	18690	859	0.4468086107015369	1.3081237084938504	string.v12	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	18690	100	0.2695928500576889	inf	string.v12	1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	18690	105	0.273423157780066	inf	string.v12	1	Cervix - Endocervix
Colon - Sigmoid	19056	133	18690	131	1.0	1.2846597338218655	string.v12	1	Colon - Sigmoid
Colon - Transverse	19056	239	18690	235	1.0	1.1523977241939851	string.v12	1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	18690	53	0.6281634811376862	inf	string.v12	1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	18690	452	0.8638091761891138	0.9830756296377526	string.v12	-1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	18690	94	1.0	1.845020434502044	string.v12	1	Esophagus - Muscularis
Fallopian Tube	19056	108	18690	105	0.4660587180609688	0.6836158192090396	string.v12	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	18690	144	0.7617292927401942	0.9395017793594306	string.v12	-1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	18690	118	0.5063789799443386	0.7687917294852467	string.v12	-1	Heart - Left Ventricle
Kidney - Cortex	19056	228	18690	223	0.6290952187223852	0.871857908702009	string.v12	-1	Kidney - Cortex
Kidney - Medulla	19056	250	18690	242	0.1553032543422465	0.5870284041630529	string.v12	-1	Kidney - Medulla
Liver	19056	496	18690	492	0.0674003015742134	2.4467523903725685	string.v12	1	Liver
Lung	19056	303	18690	296	0.527395640687803	0.8253001755230743	string.v12	-1	Lung
Minor Salivary Gland	19056	233	18690	229	1.0	1.1226098261199284	string.v12	1	Minor Salivary Gland
Muscle - Skeletal	19056	335	18690	331	0.4231790618738851	1.6316520507652923	string.v12	1	Muscle - Skeletal
Nerve - Tibial	19056	284	18690	281	0.3836970327861832	1.8469770221087511	string.v12	1	Nerve - Tibial
Ovary	19056	190	18690	185	0.4192397140943417	0.7218049175898406	string.v12	-1	Ovary
Pancreas	19056	156	18690	149	0.0312607849250778	0.4121445137032214	string.v12	-1	Pancreas
Pituitary	19056	384	18690	379	0.5692346471392096	1.494391349462072	string.v12	1	Pituitary
Prostate	19056	127	18690	126	0.5239561691382029	2.47737556561086	string.v12	1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	18690	521	0.051001669171329	2.595107050470581	string.v12	1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	18690	534	0.1084367932187306	2.123529411764706	string.v12	1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	18690	328	1.0	1.07177867334713	string.v12	1	Small Intestine - Terminal Ileum
Spleen	19056	661	18690	643	0.1460384227786125	0.6888310153118709	string.v12	-1	Spleen
Stomach	19056	147	18690	143	0.3698608927909539	0.6977678330727342	string.v12	-1	Stomach
Testis	19056	2478	18690	2407	0.0005176197407487	0.6141936678104616	string.v12	-1	Testis
Thyroid	19056	289	18690	281	0.2752834083912918	0.6830762127220381	string.v12	-1	Thyroid
Uterus	19056	104	18690	101	0.4549423200780306	0.6574318145139598	string.v12	-1	Uterus
Vagina	19056	269	18690	264	1.0	1.034451318788668	string.v12	1	Vagina
Whole Blood	19056	565	18690	551	0.3468960937384781	0.7637529238499523	string.v12	-1	Whole Blood
Adipose - Subcutaneous	19056	141	18303	140	0.0470118451415638	5.796399273247811	tflink	1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	18303	121	0.2450939915873531	2.4989275107248927	tflink	1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	18303	161	0.6892716767340632	1.3276154778965936	tflink	1	Adrenal Gland
Artery - Aorta	19056	261	18303	258	0.0150169686232283	3.574397339983375	tflink	1	Artery - Aorta
Artery - Coronary	19056	124	18303	123	0.098021145178433	5.087788778877888	tflink	1	Artery - Coronary
Artery - Tibial	19056	222	18303	221	0.0026073392371578	9.191018692622498	tflink	1	Artery - Tibial
Bladder	19056	46	18303	46	0.2635707346142196	inf	tflink	1	Bladder
Brain - Amygdala	19056	66	18303	64	1.0	1.3176160973737596	tflink	1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	18303	227	0.0880792807141648	2.35150199159106	tflink	1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	18303	178	0.8481866588045552	1.2226758620689655	tflink	1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	18303	917	0.058588077324689	1.4747918307391448	tflink	1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	18303	868	0.3801255852499337	1.1998164611413822	tflink	1	Brain - Cerebellum
Brain - Cortex	19056	447	18303	435	0.2170058229722996	1.5033159838817998	tflink	1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	18303	579	0.1329347412399754	1.5047499153689912	tflink	1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	18303	51	1.0	1.0492274819197895	tflink	1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	18303	175	0.7020335676620104	0.8989891328331863	tflink	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	18303	264	1.0	1.0873773490769998	tflink	1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	18303	96	1.0	1.3181743285549514	tflink	1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	18303	283	0.02079175665398	2.940718645948946	tflink	1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	18303	72	0.1193855017848113	inf	tflink	1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	18303	69	0.5295147127980929	2.845672918723264	tflink	1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	18303	408	0.0019004832646988	3.410829840737636	tflink	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	18303	854	0.0023405133230003	1.9984908399717272	tflink	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	18303	97	1.0	1.331978468636713	tflink	1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	18303	104	0.1328130625116382	4.29737897686686	tflink	1	Cervix - Endocervix
Colon - Sigmoid	19056	133	18303	130	0.4975467076987459	1.7883673581687118	tflink	1	Colon - Sigmoid
Colon - Transverse	19056	239	18303	233	0.3154034099293024	1.6053403431101272	tflink	1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	18303	53	0.2742072115522158	inf	tflink	1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	18303	449	0.1463423839730713	1.5529153130951048	tflink	1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	18303	95	0.0557760954888309	inf	tflink	1	Esophagus - Muscularis
Fallopian Tube	19056	108	18303	103	0.6192920998578837	0.8466373626373627	tflink	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	18303	144	0.2910709335213627	1.9824880224681976	tflink	1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	18303	119	0.2447612010574247	2.4573526176858778	tflink	1	Heart - Left Ventricle
Kidney - Cortex	19056	228	18303	225	0.0381025978153248	3.111516760703618	tflink	1	Kidney - Cortex
Kidney - Medulla	19056	250	18303	247	0.0205362198020668	3.419915817456801	tflink	1	Kidney - Medulla
Liver	19056	496	18303	482	0.2411167355994742	1.4276816276142914	tflink	1	Liver
Lung	19056	303	18303	296	0.1783458644922875	1.7518266705804886	tflink	1	Lung
Minor Salivary Gland	19056	233	18303	229	0.0884406829357769	2.372482571649884	tflink	1	Minor Salivary Gland
Muscle - Skeletal	19056	335	18303	331	0.0044285873509582	3.4486840640997105	tflink	1	Muscle - Skeletal
Nerve - Tibial	19056	284	18303	282	0.0017586675902211	5.8759780256367575	tflink	1	Nerve - Tibial
Ovary	19056	190	18303	187	0.1291122055138241	2.5805917421064253	tflink	1	Ovary
Pancreas	19056	156	18303	152	0.5330276898965325	1.5680678750482069	tflink	1	Pancreas
Pituitary	19056	384	18303	369	1.0	1.0123118099698896	tflink	1	Pituitary
Prostate	19056	127	18303	117	0.0350041175040446	0.4780105575717585	tflink	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	18303	509	0.3618059812935308	1.317624620658649	tflink	1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	18303	523	0.2627369221302509	1.3549318053993251	tflink	1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	18303	327	0.0876293726727434	1.9386324623307267	tflink	1	Small Intestine - Terminal Ileum
Spleen	19056	661	18303	645	0.0413100558740207	1.682541199456337	tflink	1	Spleen
Stomach	19056	147	18303	141	0.8316217853720249	0.9665510406342914	tflink	-1	Stomach
Testis	19056	2478	18303	2326	1.9058889597142723e-08	0.5756325705043105	tflink	-1	Testis
Thyroid	19056	289	18303	284	0.0474064212971929	2.3578666962650536	tflink	1	Thyroid
Uterus	19056	104	18303	102	0.444699786621239	2.1043349266523816	tflink	1	Uterus
Vagina	19056	269	18303	259	1.0	1.066487475060962	tflink	1	Vagina
Whole Blood	19056	565	18303	548	0.2734667442327526	1.3362532509483658	tflink	1	Whole Blood
Adipose - Subcutaneous	19056	141	3420	6	1.4720320423709655e-06	0.2017965241163835	wan	-1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	3420	4	1.3111048165583471e-06	0.1526873044299687	wan	-1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	3420	23	0.1868075474753338	0.7335534644925283	wan	-1	Adrenal Gland
Artery - Aorta	19056	261	3420	17	9.234985425503981e-08	0.3151317786138556	wan	-1	Artery - Aorta
Artery - Coronary	19056	124	3420	4	8.536464242988049e-07	0.1514051522248243	wan	-1	Artery - Coronary
Artery - Tibial	19056	222	3420	23	0.0020259102220931	0.525221041918453	wan	-1	Artery - Tibial
Bladder	19056	46	3420	3	0.0516153368530789	0.3183739306204953	wan	-1	Bladder
Brain - Amygdala	19056	66	3420	4	0.0092608896956905	0.2941376444813779	wan	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	3420	12	1.1941436446939908e-08	0.2478776770210302	wan	-1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	3420	3	2.55288756015208e-12	0.074966409421854	wan	-1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	3420	55	7.070235533192904e-29	0.2714549616481266	wan	-1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	3420	49	1.5276422539152445e-29	0.2531685242973481	wan	-1	Brain - Cerebellum
Brain - Cortex	19056	447	3420	22	1.4606184488818887e-16	0.2317224665027871	wan	-1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	3420	36	8.485822966749358e-18	0.2869295474441442	wan	-1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	3420	1	0.0005207909345633	0.0876549598398092	wan	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	3420	3	4.1704827657110786e-12	0.0753877670471173	wan	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	3420	6	2.512592312090583e-16	0.1007790572620203	wan	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	3420	1	1.0886132390035861e-07	0.0463735069927356	wan	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	3420	23	1.8716340508087808e-06	0.3942382315947226	wan	-1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	3420	4	0.0032327640451381	0.2680810028929604	wan	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	3420	4	0.0045867064765536	0.2762401532893336	wan	-1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	3420	90	0.0442640180839163	1.281315371098653	wan	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	3420	158	0.8922162256355795	1.012283024797902	wan	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	3420	0	3.8123156955589634e-09	0.0	wan	-1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	3420	0	1.6001308726386231e-09	0.0	wan	-1	Cervix - Endocervix
Colon - Sigmoid	19056	133	3420	11	0.002093667185186	0.4103265704571794	wan	-1	Colon - Sigmoid
Colon - Transverse	19056	239	3420	6	1.1187409660201417e-13	0.1161815397844271	wan	-1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	3420	6	0.2807047793474771	0.5829188946640242	wan	-1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	3420	39	8.135339286182921e-09	0.415863110131751	wan	-1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	3420	11	0.1092175169289838	0.5974102166533964	wan	-1	Esophagus - Muscularis
Fallopian Tube	19056	108	3420	0	1.098935479684363e-09	0.0	wan	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	3420	13	0.0024251451818849	0.4414221817241938	wan	-1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	3420	14	0.0739677063843493	0.5965448548740266	wan	-1	Heart - Left Ventricle
Kidney - Cortex	19056	228	3420	9	1.7877195527288292e-10	0.1857447500632522	wan	-1	Kidney - Cortex
Kidney - Medulla	19056	250	3420	4	1.5032216218429286e-16	0.0732564117210258	wan	-1	Kidney - Medulla
Liver	19056	496	3420	43	4.674221108167675e-09	0.4267728518003557	wan	-1	Liver
Lung	19056	303	3420	10	5.184856843596761e-15	0.153563600332289	wan	-1	Lung
Minor Salivary Gland	19056	233	3420	4	4.470607109343136e-15	0.0787815878015606	wan	-1	Minor Salivary Gland
Muscle - Skeletal	19056	335	3420	49	0.1143053447706233	0.7801528047745787	wan	-1	Muscle - Skeletal
Nerve - Tibial	19056	284	3420	8	3.693958999437388e-15	0.130485753606198	wan	-1	Nerve - Tibial
Ovary	19056	190	3420	8	1.82728558356603e-08	0.1990904757610502	wan	-1	Ovary
Pancreas	19056	156	3420	6	1.5531802958384685e-07	0.1814411247803163	wan	-1	Pancreas
Pituitary	19056	384	3420	12	2.729470078840609e-19	0.1444797819173103	wan	-1	Pituitary
Prostate	19056	127	3420	3	7.714697365610111e-08	0.109830354867031	wan	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	3420	28	6.265719585494745e-18	0.2514449906989104	wan	-1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	3420	31	4.7816299239874666e-17	0.2724005176543844	wan	-1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	3420	10	3.208735973176254e-17	0.1385902031063321	wan	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	3420	22	1.1527039137347744e-31	0.1519507470564015	wan	-1	Spleen
Stomach	19056	147	3420	4	1.6456324347202037e-08	0.1268649383403481	wan	-1	Stomach
Testis	19056	2478	3420	162	1.013156176307836e-68	0.2859760112214811	wan	-1	Testis
Thyroid	19056	289	3420	11	3.39664976473004e-13	0.178260676879441	wan	-1	Thyroid
Uterus	19056	104	3420	8	0.0044771254482416	0.3795427901524033	wan	-1	Uterus
Vagina	19056	269	3420	19	3.397454781174807e-07	0.3438212290502793	wan	-1	Vagina
Whole Blood	19056	565	3420	41	1.6429975419462864e-13	0.3499341464681949	wan	-1	Whole Blood
Adipose - Subcutaneous	19056	141	4998	12	2.047179527941029e-07	0.2598718271625668	youn	-1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	4998	9	1.4536840301506788e-07	0.2206538595436275	youn	-1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	4998	15	3.755344891947222e-08	0.2772406313917651	youn	-1	Adrenal Gland
Artery - Aorta	19056	261	4998	28	6.41382512723521e-10	0.3342803602732273	youn	-1	Artery - Aorta
Artery - Coronary	19056	124	4998	7	3.833890603464411e-09	0.1671161937641601	youn	-1	Artery - Coronary
Artery - Tibial	19056	222	4998	30	5.041445770122947e-06	0.4361035628019323	youn	-1	Artery - Tibial
Bladder	19056	46	4998	5	0.0176579005181526	0.3423573490691847	youn	-1	Bladder
Brain - Amygdala	19056	66	4998	1	6.259676978902319e-08	0.0430812333553978	youn	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	4998	14	2.8379232511281227e-15	0.1791668824108113	youn	-1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	4998	5	6.507466070552673e-18	0.0776450158713819	youn	-1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	4998	121	1.2459645212260266e-24	0.3995007101709349	youn	-1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	4998	102	3.2290620218444935e-29	0.3471000837520938	youn	-1	Brain - Cerebellum
Brain - Cortex	19056	447	4998	34	4.239626574940783e-24	0.2262927460280606	youn	-1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	4998	60	3.585917711440099e-23	0.3071280135360716	youn	-1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	4998	0	1.335328023748353e-07	0.0	youn	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	4998	15	9.397898807166403e-10	0.2488819127891975	youn	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	4998	17	8.31299445836685e-18	0.1832777785155575	youn	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	4998	2	9.054567662896747e-11	0.0576172278028608	youn	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	4998	46	4.523034974495362e-05	0.5325665810871504	youn	-1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	4998	5	4.30614376071044e-05	0.2091136546388824	youn	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	4998	4	1.548156645660375e-05	0.1698037645174209	youn	-1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	4998	123	0.1009917450077437	1.1978525198938992	youn	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	4998	264	0.0065053417230707	1.2336568607831366	youn	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	4998	8	5.999849554328805e-06	0.2433737039295983	youn	-1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	4998	11	8.419852490142389e-05	0.3276689605740884	youn	-1	Cervix - Endocervix
Colon - Sigmoid	19056	133	4998	21	0.0053908146633626	0.5253918022905365	youn	-1	Colon - Sigmoid
Colon - Transverse	19056	239	4998	21	1.1891746345437484e-11	0.2678744241861185	youn	-1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	4998	4	0.0008867453355306	0.2289931591379042	youn	-1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	4998	62	2.017965456119068e-11	0.4299941506927773	youn	-1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	4998	18	0.1277635729909899	0.6562822719449225	youn	-1	Esophagus - Muscularis
Fallopian Tube	19056	108	4998	9	4.541118980719279e-06	0.2543595911004209	youn	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	4998	10	2.252888251420985e-09	0.2037151938374727	youn	-1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	4998	10	1.1326136386779424e-06	0.2519018617655346	youn	-1	Heart - Left Ventricle
Kidney - Cortex	19056	228	4998	11	2.661785092802033e-17	0.1406892944697688	youn	-1	Kidney - Cortex
Kidney - Medulla	19056	250	4998	15	1.3669674768623983e-16	0.1770658536897792	youn	-1	Kidney - Medulla
Liver	19056	496	4998	38	2.0367567353147047e-26	0.2274968305395126	youn	-1	Liver
Lung	19056	303	4998	23	1.2040965823402398e-16	0.2274903086862885	youn	-1	Lung
Minor Salivary Gland	19056	233	4998	36	9.08007916831875e-05	0.5104745302880572	youn	-1	Minor Salivary Gland
Muscle - Skeletal	19056	335	4998	51	1.6318390216641555e-06	0.5	youn	-1	Muscle - Skeletal
Nerve - Tibial	19056	284	4998	37	6.152968976601907e-08	0.4170236345519342	youn	-1	Nerve - Tibial
