	M	N	n	x	P-value	stat	Network	direction	Name
Stomach	19056	147	18092	141	0.7078887480443297	1.2541362598183945	iid	1	Stomach
Testis	19056	2478	18092	2208	3.555389941698688e-37	0.3573015473292482	iid	-1	Testis
Thyroid	19056	289	18092	279	0.2769764467566527	1.4942233200471566	iid	1	Thyroid
Uterus	19056	104	18092	100	0.8209468877643816	1.333926189417519	iid	1	Uterus
Vagina	19056	269	18092	258	0.5745451668077646	1.2533465189066848	iid	1	Vagina
Whole Blood	19056	565	18092	548	0.0243234532508086	1.740015021056302	iid	1	Whole Blood
Adipose - Subcutaneous	19056	141	17052	130	0.3363374742624497	1.3918943602196172	inbio	1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	17052	110	1.0	0.99438809331384	inbio	-1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	17052	151	0.6120640325115264	1.1846991302289804	inbio	1	Adrenal Gland
Artery - Aorta	19056	261	17052	242	0.1029262507291868	1.5040232944049594	inbio	1	Artery - Aorta
Artery - Coronary	19056	124	17052	113	0.6597716527523565	1.2086631710576454	inbio	1	Artery - Coronary
Artery - Tibial	19056	222	17052	207	0.0770965528532168	1.6294568121104185	inbio	1	Artery - Tibial
Bladder	19056	46	17052	42	1.0	1.2345679012345678	inbio	1	Bladder
Brain - Amygdala	19056	66	17052	56	0.2247447848756507	0.657001647446458	inbio	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	17052	204	0.5185088618987281	0.886593858816081	inbio	-1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	17052	152	0.0050105142992953	0.5542603550295858	inbio	-1	Brain - Caudate (basal ganglia)
